interaction_id,user_id,product_id,interaction,timestamp,session_id,device,rating_given
I0053971,U03375,P010463,click,2025-12-22T08:00:20.800219,139d9608,mobile,
I0053972,U02771,P005003,view,2025-05-20T00:25:20.800219,c09605a4,mobile,
I0053973,U03711,P002336,click,2026-03-01T17:48:20.800219,59c0b0a7,desktop,
I0053974,U01403,P006996,click,2025-12-11T22:33:20.800219,deef67bb,mobile,
I0053975,U04696,P000020,click,2025-11-29T04:26:20.800219,5af27fca,desktop,
I0053976,U03273,P005913,view,2025-12-24T11:53:20.800219,dc5c4f68,tablet,
I0053977,U01266,P001051,view,2025-08-14T16:25:20.800219,7e7ea624,tablet,
I0053978,U03517,P006194,view,2025-06-23T12:27:20.800219,ac078aac,tablet,
I0053979,U03826,P003513,view,2025-09-27T14:09:20.800219,de87ff4a,tablet,
I0053980,U02905,P003440,add_to_cart,2026-05-05T12:15:20.800219,892ed10a,tablet,
I0053981,U01276,P003839,add_to_cart,2025-10-28T02:30:20.800219,50a77a85,desktop,
I0053982,U03888,P009767,view,2026-04-05T12:06:20.800219,83bbf11c,tablet,
I0053983,U03985,P006432,view,2025-06-24T10:37:20.800219,d5c29490,desktop,
I0053984,U03074,P005884,view,2026-03-12T17:54:20.800219,6d10bb85,mobile,
I0053985,U01405,P006239,view,2026-03-30T00:37:20.800219,c5b02bfb,tablet,
I0053986,U03446,P004052,view,2025-12-24T06:14:20.800219,2c372720,desktop,
I0053987,U02147,P008326,view,2025-06-11T09:15:20.800219,4bfd293b,mobile,
I0053988,U04847,P010130,view,2025-12-13T12:14:20.800219,0ad439fa,desktop,
I0053989,U01171,P004282,add_to_cart,2025-07-22T10:59:20.800219,6e824aba,mobile,
I0053990,U00600,P001184,view,2026-02-02T23:49:20.800219,43dedd3d,mobile,
I0053991,U01050,P004683,add_to_cart,2025-06-14T05:36:20.800219,657ea899,mobile,
I0053992,U02613,P008237,wishlist,2025-10-05T17:01:20.800219,68ed90d3,tablet,
I0053993,U05155,P003129,view,2025-06-05T22:19:20.800219,f931b2c7,desktop,
I0053994,U03981,P007477,view,2026-04-29T10:07:20.800219,6b5a9e21,tablet,
I0053995,U00723,P004023,add_to_cart,2025-11-30T20:14:20.800219,036bb98a,mobile,
I0053996,U00713,P006317,wishlist,2025-10-06T16:11:20.800219,a7f4fff0,tablet,
I0053997,U03228,P006759,view,2025-08-15T15:02:20.800219,2daabea6,tablet,
I0053998,U00089,P000352,view,2025-07-14T00:32:20.800219,c5c8d3b7,mobile,
I0053999,U05086,P002565,click,2025-12-21T11:48:20.800219,e92a0ade,desktop,
I0054000,U04309,P007398,view,2026-02-18T06:46:20.800219,719efa11,tablet,
I0054001,U00381,P008886,purchase,2025-05-28T22:18:20.800219,4d9582d8,tablet,3.8
I0054002,U02280,P003038,view,2026-03-04T03:46:20.800219,b1dd20c8,tablet,
I0054003,U04431,P004178,view,2025-08-07T03:33:20.800219,1b795086,desktop,
I0054004,U00409,P006699,wishlist,2025-08-08T00:24:20.800219,617b8999,desktop,
I0054005,U04168,P004439,view,2025-10-08T17:21:20.800219,9e14dc4a,tablet,
I0054006,U03218,P001987,add_to_cart,2026-02-05T20:32:20.800219,491e567c,desktop,
I0054007,U03590,P007631,click,2026-02-13T09:26:20.800219,8ff08b1a,tablet,
I0054008,U04887,P007943,click,2026-02-11T08:40:20.800219,77b275e9,mobile,
I0054009,U04373,P003107,view,2026-03-21T01:57:20.800219,fd355d86,desktop,
I0054010,U04449,P005342,wishlist,2026-04-06T01:26:20.800219,adbdb78e,mobile,
I0054011,U04257,P009758,view,2026-04-29T00:44:20.800219,69edaf28,desktop,
I0054012,U04976,P009669,view,2025-11-30T09:24:20.800219,d724df82,tablet,
I0054013,U04220,P006262,click,2025-10-21T13:16:20.800219,8726159e,mobile,
I0054014,U03745,P007250,click,2026-03-11T06:13:20.800219,b5d89c2f,tablet,
I0054015,U01602,P004018,view,2025-12-02T01:37:20.800219,899828c0,tablet,
I0054016,U02821,P000271,view,2025-11-16T03:23:20.800219,093818b3,desktop,
I0054017,U00757,P007758,click,2025-06-29T07:03:20.800219,d86a7303,mobile,
I0054018,U04254,P004322,click,2025-11-30T03:00:20.800219,601ab77f,mobile,
I0054019,U00304,P006111,view,2025-06-15T11:45:20.800219,b4b8ad3d,tablet,
I0054020,U03547,P003319,wishlist,2025-07-07T13:27:20.800219,7a53a4a2,desktop,
I0054021,U02362,P007627,view,2026-03-26T21:55:20.800219,5fad7920,desktop,
I0054022,U02307,P002813,view,2026-01-18T15:37:20.800219,16e9c719,desktop,
I0054023,U04099,P003921,purchase,2026-03-11T13:18:20.800219,4c2fc650,tablet,2.5
I0054024,U02516,P005966,view,2025-08-17T17:48:20.800219,dac98566,tablet,
I0054025,U01816,P008203,click,2026-04-29T07:50:20.800219,c8a59f48,tablet,
I0054026,U01759,P009061,click,2025-12-17T15:01:20.800219,f05055bb,desktop,
I0054027,U01854,P009346,wishlist,2025-09-02T05:22:20.800219,fbf183c9,tablet,
I0054028,U04752,P000632,add_to_cart,2026-02-08T05:25:20.800219,f707dca4,tablet,
I0054029,U03765,P001190,view,2025-07-13T10:47:20.800219,15111664,tablet,
I0054030,U00898,P001631,wishlist,2026-01-20T05:14:20.800219,b5ae511a,mobile,
I0054031,U01782,P005137,view,2025-08-11T15:07:20.800219,3e390846,desktop,
I0054032,U03902,P000533,view,2025-11-12T04:01:20.800219,f2256d5e,tablet,
I0054033,U01210,P001916,view,2026-04-15T02:10:20.800219,f71fd404,desktop,
I0054034,U01493,P000814,view,2025-11-25T07:45:20.800219,44552d06,tablet,
I0054035,U05142,P003033,click,2025-12-17T05:31:20.800219,a26f8f1b,desktop,
I0054036,U02709,P005936,view,2025-11-23T17:53:20.800219,5d839efd,mobile,
I0054037,U04182,P000812,click,2026-03-29T22:55:20.800219,5572e9a1,desktop,
I0054038,U03875,P006788,add_to_cart,2026-01-21T13:17:20.800219,7ced5648,desktop,
I0054039,U04064,P009769,view,2025-07-07T17:25:20.800219,19f1173b,tablet,
I0054040,U02991,P002136,click,2026-01-22T11:15:20.800219,2b5bf0b4,desktop,
I0054041,U02238,P000114,view,2025-07-29T03:16:20.800219,fae75e7f,mobile,
I0054042,U01578,P004053,click,2026-01-22T10:24:20.800219,e9ba382a,desktop,
I0054043,U04294,P007061,view,2025-07-28T04:53:20.800219,7dea07c9,tablet,
I0054044,U00419,P006421,view,2025-10-08T03:38:20.800219,50782928,tablet,
I0054045,U04836,P005758,add_to_cart,2026-02-16T14:47:20.800219,7d4806a1,desktop,
I0054046,U04310,P002556,view,2025-09-15T10:23:20.800219,88424bbf,desktop,
I0054047,U03580,P005741,view,2025-06-28T18:38:20.800219,e2c4a25b,tablet,
I0054048,U01911,P009887,add_to_cart,2026-02-05T08:54:20.800219,b8dae648,mobile,
I0054049,U04083,P006500,add_to_cart,2025-07-02T03:57:20.800219,9ed4e214,mobile,
I0054050,U03461,P002395,view,2025-06-14T17:11:20.800219,31938e97,tablet,
I0054051,U00370,P006707,purchase,2026-01-03T02:26:20.800219,edbccecf,tablet,2.7
I0054052,U00010,P006819,view,2025-08-10T16:15:20.800219,2e142f17,tablet,
I0054053,U04064,P009029,click,2026-02-28T03:19:20.800219,c75ed51d,tablet,
I0054054,U01293,P006395,click,2025-08-04T22:24:20.800219,056b82c9,desktop,
I0054055,U01577,P007630,purchase,2025-11-01T08:09:20.800219,ea75d1f5,tablet,3.8
I0054056,U03974,P003853,click,2025-10-28T13:54:20.800219,74f0dbdd,desktop,
I0054057,U04350,P008969,wishlist,2025-12-13T01:35:20.800219,32cca19b,mobile,
I0054058,U01195,P008607,click,2025-06-24T03:35:20.800219,da387b49,desktop,
I0054059,U04118,P009844,view,2025-12-23T15:31:20.800219,3da898a4,tablet,
I0054060,U00588,P002076,view,2026-03-04T17:20:20.800219,a8657bb4,desktop,
I0054061,U03194,P004146,add_to_cart,2026-04-06T14:00:20.800219,cedb22dc,tablet,
I0054062,U02273,P004348,purchase,2025-10-13T05:30:20.800219,0a14ca9a,tablet,2.0
I0054063,U03333,P002472,add_to_cart,2025-12-19T03:50:20.800219,6a277366,desktop,
I0054064,U00254,P008155,view,2026-03-05T16:35:20.800219,f668e795,mobile,
I0054065,U02331,P004876,add_to_cart,2026-04-12T16:06:20.800219,40b993ae,mobile,
I0054066,U01243,P008969,add_to_cart,2026-02-26T12:39:20.800219,1768ed53,mobile,
I0054067,U05194,P009720,click,2026-03-30T20:40:20.800219,f7de7ae2,desktop,
I0054068,U02359,P004189,click,2026-04-05T04:54:20.800219,0d6cac61,desktop,
I0054069,U01677,P006344,click,2025-10-03T10:54:20.800219,8fcf4aa2,tablet,
I0054070,U01432,P003129,add_to_cart,2025-10-08T12:22:20.800219,e55ea579,mobile,
I0054071,U04791,P008384,purchase,2025-07-14T23:50:20.800219,0f3da8ad,mobile,2.1
I0054072,U00370,P005161,add_to_cart,2025-09-02T08:12:20.800219,469027b7,desktop,
I0054073,U01379,P008394,add_to_cart,2025-06-30T17:03:20.800219,3b0a144d,desktop,
I0054074,U03655,P003896,add_to_cart,2026-02-23T07:24:20.800219,cb79d449,desktop,
I0054075,U01701,P010284,click,2025-12-28T17:23:20.800219,0d7181ab,mobile,
I0054076,U04965,P007678,view,2026-02-05T02:51:20.800219,fc7229c2,mobile,
I0054077,U03242,P006779,view,2025-07-12T17:41:20.800219,e9e37563,desktop,
I0054078,U03040,P008702,view,2025-08-27T02:37:20.800219,9ec71376,tablet,
I0054079,U00289,P000662,view,2025-10-30T20:09:20.800219,210c05fe,tablet,
I0054080,U03414,P004860,view,2025-10-26T19:17:20.800219,c9073efb,desktop,
I0054081,U01776,P000367,click,2025-05-31T18:41:20.800219,02cec6f4,mobile,
I0054082,U04171,P005877,view,2026-02-10T17:01:20.800219,e5898ca7,desktop,
I0054083,U03293,P000186,click,2026-02-14T19:53:20.800219,148388bd,tablet,
I0054084,U02242,P009670,click,2025-09-18T07:40:20.800219,59918086,desktop,
I0054085,U00777,P004690,click,2025-11-23T17:24:20.800219,892ca7c1,mobile,
I0054086,U05022,P001668,add_to_cart,2026-04-11T15:56:20.800219,adf12ab4,mobile,
I0054087,U01844,P000352,view,2026-01-14T02:32:20.800219,cbb7eba1,mobile,
I0054088,U00310,P000537,add_to_cart,2026-02-13T01:46:20.800219,2594232b,tablet,
I0054089,U00605,P003780,click,2025-06-17T18:28:20.800219,17f2e224,mobile,
I0054090,U00246,P000808,add_to_cart,2025-07-26T12:25:20.800219,0b1fad35,desktop,
I0054091,U04090,P003433,view,2025-07-30T06:55:20.800219,735ab836,mobile,
I0054092,U02007,P007407,view,2026-03-20T19:57:20.800219,3dcba68e,desktop,
I0054093,U02782,P005033,view,2025-10-24T00:15:20.800219,f344e8f3,mobile,
I0054094,U02365,P007709,click,2026-03-28T16:01:20.800219,e6997f65,mobile,
I0054095,U00371,P009353,add_to_cart,2025-10-16T07:58:20.800219,d3b6f5f8,mobile,
I0054096,U01311,P004304,view,2025-06-07T14:31:20.800219,bda2a997,mobile,
I0054097,U04636,P004660,view,2025-07-31T14:55:20.800219,b987e71a,mobile,
I0054098,U02055,P001152,view,2026-02-14T20:53:20.800219,80692ee2,tablet,
I0054099,U02484,P005617,click,2025-06-05T16:52:20.800219,3cdc5686,desktop,
I0054100,U03336,P006785,wishlist,2025-07-28T17:30:20.800219,a9098882,desktop,
I0054101,U01796,P009595,view,2025-06-06T03:05:20.800219,bdbbd54c,desktop,
I0054102,U04732,P006580,click,2025-12-31T00:54:20.800219,e6acef9e,tablet,
I0054103,U04113,P007841,add_to_cart,2026-03-25T07:08:20.800219,6d9f75ba,desktop,
I0054104,U02066,P001990,view,2026-02-17T09:40:20.800219,7b95b4bf,tablet,
I0054105,U02496,P001158,view,2025-10-24T23:05:20.800219,4ea2a2d0,tablet,
I0054106,U04680,P002510,view,2025-07-03T18:25:20.800219,f12bdaab,tablet,
I0054107,U01393,P006427,add_to_cart,2025-05-11T18:05:20.800219,86cc8265,mobile,
I0054108,U01382,P001410,view,2026-03-20T17:36:20.800219,3fc077bc,mobile,
I0054109,U01822,P006117,add_to_cart,2025-06-19T12:38:20.800219,62fea9f6,desktop,
I0054110,U03985,P008583,view,2025-08-26T01:09:20.800219,a478f29a,tablet,
I0054111,U01013,P004625,add_to_cart,2025-11-24T15:47:20.800219,81d27d7c,mobile,
I0054112,U00719,P002839,view,2025-06-23T14:57:20.800219,e801ebea,mobile,
I0054113,U01674,P004603,purchase,2025-10-31T09:12:20.800219,311b233b,mobile,3.4
I0054114,U00213,P003839,view,2025-07-08T15:41:20.800219,3de017c4,tablet,
I0054115,U02383,P008601,wishlist,2025-12-07T23:11:20.800219,e0816e9f,tablet,
I0054116,U01214,P008145,click,2025-10-18T20:46:20.800219,eb892f45,tablet,
I0054117,U03574,P009330,click,2025-10-27T21:01:20.800219,72356703,mobile,
I0054118,U02515,P003000,purchase,2025-11-18T07:13:20.800219,2a1937a4,mobile,4.6
I0054119,U02695,P006797,view,2025-11-01T05:10:20.800219,d68c5fd3,desktop,
I0054120,U01157,P003440,add_to_cart,2026-04-25T07:38:20.800219,1a8beacf,mobile,
I0054121,U01335,P008788,purchase,2025-08-18T23:05:20.800219,99c0e0b0,desktop,2.0
I0054122,U03177,P002071,add_to_cart,2025-08-11T15:14:20.800219,2fd1f97a,tablet,
I0054123,U00931,P001196,add_to_cart,2025-12-22T14:36:20.800219,26f423ec,mobile,
I0054124,U04397,P001099,click,2025-07-10T18:27:20.800219,45631f5c,tablet,
I0054125,U03032,P005406,wishlist,2025-06-01T07:49:20.800219,8f4bc052,mobile,
I0054126,U00061,P005569,add_to_cart,2025-12-24T11:08:20.800219,45632cc4,mobile,
I0054127,U00400,P009082,view,2026-03-01T03:10:20.800219,cc1c980f,desktop,
I0054128,U00657,P001190,view,2025-06-19T20:27:20.800219,8120c065,desktop,
I0054129,U04586,P003335,view,2025-11-20T12:41:20.800219,c63631b2,desktop,
I0054130,U04514,P000400,view,2025-11-10T09:43:20.800219,2f4459a9,desktop,
I0054131,U00032,P000074,view,2025-09-18T21:18:20.800219,3c31d766,desktop,
I0054132,U02538,P004045,add_to_cart,2025-06-13T10:55:20.800219,09fa7aa2,desktop,
I0054133,U04556,P010463,view,2026-02-06T09:29:20.800219,a3dab622,tablet,
I0054134,U01707,P007251,view,2026-04-01T22:12:20.800219,a2f9f47e,desktop,
I0054135,U00155,P008918,view,2025-09-03T08:09:20.800219,9fcfe78c,tablet,
I0054136,U02732,P003153,click,2025-08-22T03:35:20.800219,66367e20,tablet,
I0054137,U02416,P010466,view,2025-12-05T00:52:20.800219,ca074354,desktop,
I0054138,U04401,P002071,add_to_cart,2026-04-08T00:11:20.800219,6f4008db,desktop,
I0054139,U00570,P009377,wishlist,2025-08-21T04:23:20.800219,14bcc07c,desktop,
I0054140,U04412,P009230,view,2025-08-24T04:39:20.800219,68074525,tablet,
I0054141,U00383,P000812,add_to_cart,2025-08-16T20:08:20.800219,cb853051,desktop,
I0054142,U02706,P004269,click,2025-07-02T23:24:20.800219,63befa0d,tablet,
I0054143,U00701,P004089,view,2025-06-06T07:41:20.800219,d27adea5,desktop,
I0054144,U01765,P009882,add_to_cart,2025-12-17T14:47:20.800219,593fe6bd,mobile,
I0054145,U01155,P003319,click,2025-11-16T04:25:20.800219,24b5b34a,tablet,
I0054146,U02579,P005468,click,2025-09-18T20:45:20.800219,9b29030b,tablet,
I0054147,U03730,P010123,click,2025-05-20T17:06:20.800219,b54b1aa7,desktop,
I0054148,U03332,P006356,view,2026-03-13T18:38:20.800219,20efc353,tablet,
I0054149,U03993,P003759,click,2026-03-24T10:35:20.800219,c24587dd,mobile,
I0054150,U05107,P009763,purchase,2025-11-03T22:48:20.800219,4ad2fd21,desktop,2.0
I0054151,U02751,P008475,add_to_cart,2025-06-16T18:52:20.800219,5f0e41ed,desktop,
I0054152,U03887,P001221,wishlist,2025-12-19T13:52:20.800219,01369561,desktop,
I0054153,U01530,P009985,view,2025-08-21T05:14:20.800219,798067d1,desktop,
I0054154,U01113,P005260,view,2026-02-14T16:35:20.800219,a7986c51,mobile,
I0054155,U04439,P007758,view,2026-02-14T03:14:20.800219,46d211ce,tablet,
I0054156,U03949,P007627,wishlist,2025-09-17T08:10:20.800219,8898afd0,desktop,
I0054157,U01249,P001206,view,2025-10-09T05:11:20.800219,dffbdad1,mobile,
I0054158,U02025,P001242,add_to_cart,2025-06-17T05:42:20.800219,e9cfe68d,tablet,
I0054159,U01995,P000239,wishlist,2025-07-12T10:59:20.800219,bb2ceb32,desktop,
I0054160,U02993,P005571,view,2025-07-28T01:22:20.800219,9bf938c0,tablet,
I0054161,U03581,P001522,view,2025-05-30T13:27:20.800219,2ebdc828,desktop,
I0054162,U03968,P002738,view,2025-09-30T14:14:20.800219,4e80150c,tablet,
I0054163,U01118,P008345,view,2025-09-04T18:23:20.800219,027bdaa4,desktop,
I0054164,U05182,P000163,add_to_cart,2025-11-15T18:36:20.800219,189e3dc7,mobile,
I0054165,U03443,P006050,view,2025-10-19T04:22:20.800219,2752cbcd,desktop,
I0054166,U04533,P002287,view,2025-07-13T21:45:20.800219,ce6242ad,tablet,
I0054167,U03923,P009864,click,2026-03-02T02:12:20.800219,0670b721,mobile,
I0054168,U03642,P007153,add_to_cart,2025-11-11T20:00:20.800219,89108901,mobile,
I0054169,U01343,P005413,view,2025-12-02T21:17:20.800219,60a22982,mobile,
I0054170,U01105,P009834,click,2025-08-14T13:56:20.800219,c6e8f845,tablet,
I0054171,U02137,P001728,add_to_cart,2026-02-20T19:53:20.800219,d21f3e8d,tablet,
I0054172,U03401,P009255,add_to_cart,2026-05-04T08:24:20.800219,17c7a3aa,desktop,
I0054173,U05166,P004625,purchase,2026-01-15T10:06:20.800219,4752762a,mobile,4.8
I0054174,U03425,P001030,view,2025-07-20T02:55:20.800219,c886cfba,mobile,
I0054175,U02343,P002804,view,2026-02-12T17:54:20.800219,d643086e,mobile,
I0054176,U03763,P004639,click,2025-09-16T05:13:20.800219,bf0712c7,tablet,
I0054177,U03406,P003089,view,2026-02-03T19:30:20.800219,c49b4803,desktop,
I0054178,U01832,P005796,click,2026-02-03T21:04:20.800219,678bef3f,desktop,
I0054179,U00169,P009150,view,2026-01-16T03:46:20.800219,5ca7c7a5,desktop,
I0054180,U03640,P003818,view,2026-02-25T20:05:20.800219,95cb0e34,tablet,
I0054181,U03259,P001055,view,2026-03-26T10:14:20.800219,78d46b7f,desktop,
I0054182,U00993,P008428,view,2026-05-02T16:14:20.800219,c0341939,tablet,
I0054183,U02180,P009607,add_to_cart,2025-12-27T04:51:20.800219,2e373516,desktop,
I0054184,U01794,P001004,view,2025-12-14T22:11:20.800219,9730386a,mobile,
I0054185,U03772,P000364,view,2025-11-09T06:08:20.800219,69f4113c,tablet,
I0054186,U03293,P007498,view,2026-02-09T03:17:20.800219,6da84320,mobile,
I0054187,U01998,P002974,add_to_cart,2025-05-17T08:53:20.800219,07e44b51,desktop,
I0054188,U02277,P006609,wishlist,2025-06-17T05:41:20.800219,45212f7a,mobile,
I0054189,U02734,P003429,view,2025-12-26T12:45:20.800219,faef7c55,desktop,
I0054190,U02503,P001003,view,2025-11-15T12:31:20.800219,e40ec687,tablet,
I0054191,U00551,P008885,view,2025-06-27T23:58:20.800219,1a731228,mobile,
I0054192,U00062,P003806,wishlist,2025-07-06T10:10:20.800219,b1fc62a2,tablet,
I0054193,U02999,P002234,view,2025-07-14T08:29:20.800219,771f4c2e,mobile,
I0054194,U02819,P000074,wishlist,2026-01-13T22:49:20.800219,7aecbd34,desktop,
I0054195,U00222,P009138,view,2026-02-18T00:21:20.800219,3ec8552b,mobile,
I0054196,U04498,P008237,purchase,2025-10-14T14:12:20.800219,61f46b18,tablet,3.7
I0054197,U01583,P003111,add_to_cart,2025-08-24T13:58:20.800219,c1c67765,desktop,
I0054198,U01753,P002094,click,2025-12-05T00:14:20.800219,78951ee6,tablet,
I0054199,U03874,P003365,click,2025-07-21T01:38:20.800219,5825b9a6,mobile,
I0054200,U04147,P006909,add_to_cart,2025-08-12T23:01:20.800219,67bb388e,mobile,
I0054201,U01237,P009477,view,2026-01-05T08:56:20.800219,c7f2db4f,tablet,
I0054202,U04641,P002806,view,2025-10-28T19:13:20.800219,61fb9cad,mobile,
I0054203,U02477,P004528,click,2025-05-14T15:27:20.800219,155a91c6,mobile,
I0054204,U01074,P003435,purchase,2026-02-17T03:15:20.800219,90100f42,mobile,4.1
I0054205,U03659,P007943,view,2025-06-09T15:31:20.800219,16b6a168,mobile,
I0054206,U02092,P004145,wishlist,2026-04-25T09:26:20.800219,f81e62b6,desktop,
I0054207,U03606,P001684,click,2025-06-16T05:08:20.800219,57c68de2,tablet,
I0054208,U00970,P008071,view,2025-09-16T06:04:20.800219,47e30cd5,mobile,
I0054209,U00268,P008547,view,2025-10-29T12:11:20.800219,6cef27dc,desktop,
I0054210,U00509,P004803,purchase,2026-02-28T12:23:20.800219,993558d0,mobile,4.5
I0054211,U04253,P005279,wishlist,2025-07-23T00:44:20.800219,d6409085,tablet,
I0054212,U02728,P009666,click,2025-06-23T23:15:20.800219,d7f7ad63,tablet,
I0054213,U02907,P009832,view,2025-08-21T21:59:20.800219,241f3410,desktop,
I0054214,U00882,P003539,wishlist,2025-06-17T16:14:20.800219,f693b3a7,desktop,
I0054215,U02352,P005512,add_to_cart,2026-03-16T07:24:20.800219,78054d89,mobile,
I0054216,U04378,P000442,add_to_cart,2025-09-03T03:44:20.800219,1101922d,mobile,
I0054217,U04708,P008924,add_to_cart,2025-06-29T01:01:20.800219,1defc1bb,desktop,
I0054218,U04320,P010028,add_to_cart,2025-12-21T11:17:20.800219,42b8b22d,mobile,
I0054219,U03872,P003238,view,2025-08-16T19:40:20.800219,1c3f6076,desktop,
I0054220,U02946,P006510,view,2025-09-16T09:04:20.800219,76702ada,desktop,
I0054221,U00130,P003956,click,2025-05-11T12:35:20.800219,a45631e8,tablet,
I0054222,U02901,P006236,view,2025-09-01T16:14:20.800219,2e088274,tablet,
I0054223,U02056,P009768,purchase,2025-06-26T18:05:20.800219,1e760979,desktop,2.6
I0054224,U05026,P006187,add_to_cart,2025-09-03T11:13:20.800219,0f9a5b5f,desktop,
I0054225,U01253,P003132,view,2025-09-08T06:10:20.800219,2af57684,mobile,
I0054226,U02690,P002766,click,2026-04-16T20:44:20.800219,da918f93,tablet,
I0054227,U00414,P009783,view,2025-12-30T00:24:20.800219,f4d10d7e,mobile,
I0054228,U02985,P002939,view,2025-10-09T20:46:20.800219,11ce99cb,mobile,
I0054229,U00053,P002400,add_to_cart,2025-07-28T02:57:20.800219,a2dc09e8,desktop,
I0054230,U01646,P004159,click,2026-02-11T11:11:20.800219,de6e0564,tablet,
I0054231,U01091,P007412,add_to_cart,2025-12-16T05:34:20.800219,4448ab21,tablet,
I0054232,U03500,P004175,view,2026-02-21T18:42:20.800219,0b7e310a,mobile,
I0054233,U00623,P009362,view,2025-07-03T00:09:20.800219,61e71563,desktop,
I0054234,U04965,P008847,add_to_cart,2026-01-13T01:03:20.800219,1a002274,tablet,
I0054235,U04313,P008751,wishlist,2025-11-21T11:58:20.800219,8641bb22,desktop,
I0054236,U03002,P000472,click,2025-07-01T11:21:20.800219,a6cfff59,mobile,
I0054237,U02682,P000555,view,2025-07-22T11:47:20.800219,f8c8337c,mobile,
I0054238,U02272,P001426,click,2026-03-05T22:09:20.800219,2b5d45ab,desktop,
I0054239,U01374,P006379,click,2025-09-21T18:10:20.800219,b389dd68,desktop,
I0054240,U00933,P002262,view,2025-06-18T06:25:20.800219,2b6d7a9d,desktop,
I0054241,U00575,P003137,view,2025-06-13T05:20:20.800219,6b0207e1,desktop,
I0054242,U04969,P004483,add_to_cart,2026-04-09T10:43:20.800219,25abf2c6,tablet,
I0054243,U03042,P008410,view,2025-06-27T15:10:20.800219,39739a37,desktop,
I0054244,U01835,P000465,click,2025-08-19T21:11:20.800219,5a0b2e4c,mobile,
I0054245,U00315,P004740,view,2026-02-17T15:48:20.800219,92433b53,mobile,
I0054246,U03533,P008138,click,2025-07-26T07:29:20.800219,61891cf5,tablet,
I0054247,U01470,P006082,view,2026-02-28T00:09:20.800219,966c1b0a,mobile,
I0054248,U00878,P003023,purchase,2025-05-24T15:18:20.800219,bfb1a4ad,tablet,3.4
I0054249,U00842,P007227,view,2026-04-07T02:28:20.800219,1d86ff06,mobile,
I0054250,U04428,P010483,view,2025-10-30T09:33:20.800219,ea1fc62d,desktop,
I0054251,U03943,P004455,purchase,2025-08-07T14:20:20.800219,8c77bcf2,desktop,2.6
I0054252,U04559,P009455,click,2025-10-10T03:28:20.800219,cdd433ad,mobile,
I0054253,U01908,P007393,view,2025-06-23T12:06:20.800219,6067d41f,tablet,
I0054254,U01920,P004967,click,2025-09-02T20:30:20.800219,ce447d6d,tablet,
I0054255,U01523,P003841,add_to_cart,2025-10-16T03:01:20.800219,7e180956,mobile,
I0054256,U02998,P003566,view,2025-08-09T07:37:20.800219,b73fdd58,tablet,
I0054257,U00191,P002591,wishlist,2026-03-14T02:46:20.800219,a9ebda44,tablet,
I0054258,U05154,P007871,wishlist,2026-04-12T09:43:20.800219,9880993f,mobile,
I0054259,U03747,P009797,view,2025-07-30T16:51:20.800219,007e1c86,tablet,
I0054260,U04217,P001956,view,2026-02-20T14:56:20.800219,74ede611,tablet,
I0054261,U02793,P002123,view,2026-02-16T08:01:20.800219,46b2303e,desktop,
I0054262,U04566,P009775,wishlist,2025-05-29T22:07:20.800219,5e31c7c4,tablet,
I0054263,U03885,P001929,click,2025-09-28T11:52:20.800219,47d4793c,desktop,
I0054264,U04824,P010291,click,2025-05-20T07:54:20.800219,4e1ebf50,tablet,
I0054265,U02738,P005604,click,2026-02-10T03:58:20.800219,e7929158,tablet,
I0054266,U03683,P001282,view,2026-01-13T12:22:20.800219,efc03510,desktop,
I0054267,U04229,P009194,view,2026-03-13T15:36:20.800219,08f3b43e,tablet,
I0054268,U01668,P002785,view,2026-03-21T15:03:20.800219,33126015,mobile,
I0054269,U04854,P004039,click,2025-12-16T04:25:20.800219,0ce8faff,mobile,
I0054270,U00254,P005599,view,2025-06-20T17:31:20.800219,9971bad7,mobile,
I0054271,U03330,P004859,click,2025-12-25T00:38:20.800219,f849719a,tablet,
I0054272,U04981,P002694,click,2026-04-27T09:59:20.800219,93b23d36,mobile,
I0054273,U00376,P009887,add_to_cart,2026-03-21T22:56:20.800219,ded789f0,mobile,
I0054274,U00826,P001831,add_to_cart,2025-08-09T01:30:20.800219,9c981faf,mobile,
I0054275,U01773,P001529,click,2025-10-18T05:40:20.800219,b2b533d1,mobile,
I0054276,U00917,P010103,purchase,2025-08-07T13:30:20.800219,ff975731,desktop,3.9
I0054277,U03029,P009281,view,2025-09-10T03:52:20.800219,de3d40d5,tablet,
I0054278,U03704,P007296,view,2026-03-16T01:46:20.800219,d491c010,desktop,
I0054279,U05192,P009797,click,2026-04-26T08:28:20.800219,916072c4,desktop,
I0054280,U03255,P005884,view,2025-05-21T09:09:20.800219,0be2c889,mobile,
I0054281,U05127,P004290,view,2026-04-30T03:50:20.800219,e3a71adb,tablet,
I0054282,U03808,P004933,wishlist,2025-11-14T11:42:20.800219,728da576,desktop,
I0054283,U02360,P008873,view,2025-06-08T14:13:20.800219,cfd85952,tablet,
I0054284,U04050,P001156,click,2025-06-10T23:38:20.800219,2f3193ac,tablet,
I0054285,U00738,P000056,add_to_cart,2025-06-07T18:33:20.800219,794620cf,desktop,
I0054286,U02208,P000034,view,2026-04-02T14:52:20.800219,e6ab2819,tablet,
I0054287,U04253,P001518,wishlist,2025-05-26T21:25:20.800219,2fb685a2,desktop,
I0054288,U02158,P010488,view,2025-07-30T18:16:20.800219,6ab56ec1,desktop,
